Years,Emis
1885,881.025131226
1886,883.83921814
1887,886.933135986
1888,889.926213582
1889,893.156158447
1890,896.383183797
1891,899.666264852
1892,903.534194946
1893,907.274119059
1894,910.478134155
1895,913.225982666
1896,914.771092733
1897,916.27428182
1898,919.017227173
1899,922.281183879
1900,925.552113851
1901,928.800333659
1902,932.731160482
1903,936.783426921
1904,942.114267985
1905,947.443272909
1906,953.092422485
1907,959.156117757
1908,964.085296631
1909,969.398366292
1910,974.78708903
1911,979.465321859
1912,983.605860392
1913,986.242319743
1914,988.610880534
1915,991.461079915
1916,998.453821818
1917,1003.57055155
1918,1010.13044739
1919,1017.63036601
1920,1025.07032776
1921,1032.20033773
1922,1039.10025024
1923,1045.13006592
1924,1049.45003255
1925,1052.1599528
1926,1053.60010783
1927,1055.77056885
1928,1060.64036051
1929,1066.66032918
1930,1072.64011637
1931,1077.4902242
1932,1081.96022542
1933,1086.54033407
1934,1091.77029419
1935,1097.08012899
1936,1101.83030192
1937,1106.31998698
1938,1110.63079834
1939,1116.90967814
1940,1120.12017822
1941,1123.24050903
1942,1128.19015503
1943,1132.66015625
1944,1136.27006022
1945,1139.32036336
1946,1143.66049194
1947,1149.64029948
1948,1155.63016764
1949,1160.34994507
1950,1163.82056681
1951,1168.81011963
1952,1174.31088257
1953,1183.36065674
1954,1194.43060303
1955,1206.65092977
1956,1221.10079956
1957,1235.80018107
1958,1247.42048136
1959,1257.32007853
1960,1264.11987305
1961,1269.46152751
1962,1282.57128906
1963,1300.79057821
1964,1317.37045288
1965,1331.06028239
1966,1342.24050903
1967,1354.27155558
1968,1371.65046183
1969,1389.34175618
1970,1411.10051473
1971,1431.12096151
1972,1449.29001872
1973,1462.86067708
1974,1476.14090983
1975,1491.7409668
1976,1509.11095174
1977,1527.68094889
1978,1546.89089966
1979,1566.16085815
1980,1584.94073486
1981,1602.65062459
1982,1618.73053996
1983,1632.62014771
1984,1643.50085449
1985,1655.9104716
1986,1668.79114787
1987,1683.74978638
1988,1693.94092814
1989,1705.6304423
1990,1717.40067546
1991,1729.33055623
1992,1740.13926188
1993,1743.10068766
1994,1748.6203715
1995,1755.22962443
1996,1757.19059245
1997,1761.50107829
1998,1770.29067993
1999,1778.19951375
2000,1778.01012166
2001,1776.5307312
2002,1778.96094767
2003,1783.58981323
2004,1784.23028564
2005,1783.36043294
2006,1783.42122396
2007,1788.95131429
2008,1798.41964722
2009,1802.10118612
2010,1807.85066732
2011,1813.07019043
2012,1815.26123047
2013,1822.58084106
2014,1831.47099813
2015,1841.95599365
2016,1851.5939738
2017,1872.66884359
2018,1882.60055542
2019,1889.65004476
2020,1894.03000895
2021,1895.90980021
2022,1895.02960205
2023,1891.15944417
2024,1884.49931844
2025,1875.2491862
2026,1863.57906087
2027,1849.65893555
2028,1833.64883423
2029,1815.67875163
2030,1795.87862142
2031,1774.38868205
2032,1752.35883586
2033,1730.86879476
2034,1709.87883504
2035,1689.37884521
2036,1669.31888835
2037,1649.67889404
2038,1630.42893473
2039,1611.5389506
2040,1592.98893229
2041,1574.74898275
2042,1556.89901733
2043,1539.48902384
2044,1522.49904378
2045,1505.90905762
2046,1489.67907715
2047,1473.78908285
2048,1458.20911662
2049,1442.93911743
2050,1427.92912801
2051,1413.18915812
2052,1398.89924113
2053,1385.25924683
2054,1372.22927856
2055,1359.7693278
2056,1347.82932536
2057,1336.37934367
2058,1325.38937378
2059,1314.8193868
2060,1304.6394043
2061,1294.82942708
2062,1285.36943563
2063,1276.22948201
2064,1267.38946533
2065,1258.83949788
2066,1250.54947917
2067,1242.49952189
2068,1234.67951457
2069,1227.06952922
2070,1219.65955607
2071,1212.42954508
2072,1205.31953939
2073,1198.25953166
2074,1191.25954183
2075,1184.29955037
2076,1177.39955648
2077,1170.52955119
2078,1163.70955404
2079,1156.91955566
2080,1150.16952515
2081,1143.44958496
2082,1136.81955973
2083,1130.30958049
2084,1123.92959595
2085,1117.65958659
2086,1111.49958293
2087,1105.43959554
2088,1099.46961466
2089,1093.57960002
2090,1087.77961222
2091,1082.04960124
2092,1076.41960653
2093,1070.90963745
2094,1065.52964274
2095,1060.2596639
2096,1055.08965047
2097,1050.07969157
2098,1045.30966187
2099,1040.7397054
2100,1036.36968994
