Years,Emis
1885,881.025131226
1886,883.83921814
1887,886.933135986
1888,889.926213582
1889,893.156158447
1890,896.383183797
1891,899.666264852
1892,903.534194946
1893,907.274119059
1894,910.478134155
1895,913.225982666
1896,914.771092733
1897,916.27428182
1898,919.017227173
1899,922.281183879
1900,925.552113851
1901,928.800333659
1902,932.731160482
1903,936.783426921
1904,942.114267985
1905,947.443272909
1906,953.092422485
1907,959.156117757
1908,964.085296631
1909,969.398366292
1910,974.78708903
1911,979.465321859
1912,983.605860392
1913,986.242319743
1914,988.610880534
1915,991.461079915
1916,998.453821818
1917,1003.57055155
1918,1010.13044739
1919,1017.63036601
1920,1025.07032776
1921,1032.20033773
1922,1039.10025024
1923,1045.13006592
1924,1049.45003255
1925,1052.1599528
1926,1053.60010783
1927,1055.77056885
1928,1060.64036051
1929,1066.66032918
1930,1072.64011637
1931,1077.4902242
1932,1081.96022542
1933,1086.54033407
1934,1091.77029419
1935,1097.08012899
1936,1101.83030192
1937,1106.31998698
1938,1110.63079834
1939,1116.90967814
1940,1120.12017822
1941,1123.24050903
1942,1128.19015503
1943,1132.66015625
1944,1136.27006022
1945,1139.32036336
1946,1143.66049194
1947,1149.64029948
1948,1155.63016764
1949,1160.34994507
1950,1163.82056681
1951,1168.81011963
1952,1174.31088257
1953,1183.36065674
1954,1194.43060303
1955,1206.65092977
1956,1221.10079956
1957,1235.80018107
1958,1247.42048136
1959,1257.32007853
1960,1264.11987305
1961,1269.46152751
1962,1282.57128906
1963,1300.79057821
1964,1317.37045288
1965,1331.06028239
1966,1342.24050903
1967,1354.27155558
1968,1371.65046183
1969,1389.34175618
1970,1411.10051473
1971,1431.12096151
1972,1449.29001872
1973,1462.86067708
1974,1476.14090983
1975,1491.7409668
1976,1509.11095174
1977,1527.68094889
1978,1546.89089966
1979,1566.16085815
1980,1584.94073486
1981,1602.65062459
1982,1618.73053996
1983,1632.62014771
1984,1643.50085449
1985,1655.9104716
1986,1668.79114787
1987,1683.74978638
1988,1693.94092814
1989,1705.6304423
1990,1717.40067546
1991,1729.33055623
1992,1740.13926188
1993,1743.10068766
1994,1748.6203715
1995,1755.22962443
1996,1757.19059245
1997,1761.50107829
1998,1770.29067993
1999,1778.19951375
2000,1778.01012166
2001,1776.5307312
2002,1778.96094767
2003,1783.58981323
2004,1784.23028564
2005,1783.36043294
2006,1783.42122396
2007,1788.95131429
2008,1798.41964722
2009,1802.10118612
2010,1807.85066732
2011,1813.07019043
2012,1815.26123047
2013,1822.58084106
2014,1831.47099813
2015,1841.94759115
2016,1851.59405518
2017,1873.51912435
2018,1885.97088623
2019,1897.06048584
2020,1906.88046265
2021,1915.52050781
2022,1924.02065023
2023,1933.39069621
2024,1943.57072957
2025,1954.49077352
2026,1966.10080973
2027,1978.35084025
2028,1991.17086792
2029,2004.52090454
2030,2018.36091105
2031,2032.64100138
2032,2047.82113647
2033,2064.3311971
2034,2082.06123861
2035,2100.91133626
2036,2120.79134115
2037,2141.61140951
2038,2163.30145264
2039,2185.77148438
2040,2208.96154785
2041,2232.81150309
2042,2256.91151937
2043,2280.92150879
2044,2304.84147135
2045,2328.67148844
2046,2352.41147868
2047,2376.05147298
2048,2399.6114502
2049,2423.08148193
2050,2446.4514974
2051,2469.7413737
2052,2492.02111816
2053,2512.43105062
2054,2531.1110026
2055,2548.16097005
2056,2563.69085693
2057,2577.82080078
2058,2590.63069661
2059,2602.21065267
2060,2612.64060465
2061,2622.01053874
2062,2630.41052246
2063,2637.92045085
2064,2644.60042318
2065,2650.53035482
2066,2655.74035645
2067,2660.29034424
2068,2664.23032633
2069,2667.60026042
2070,2670.43023682
2071,2672.78017171
2072,2674.29005941
2073,2674.65002441
2074,2673.94997152
2075,2672.26989746
2076,2669.69991048
2077,2666.28981527
2078,2662.10984294
2079,2657.23982747
2080,2651.7197876
2081,2645.59967041
2082,2638.60961914
2083,2630.47953288
2084,2621.29949951
2085,2611.16943359
2086,2600.15936279
2087,2588.34938558
2088,2575.81931559
2089,2562.61930339
2090,2548.81921387
2091,2534.46927897
2092,2520.02931722
2093,2505.93939209
2094,2492.16937256
2095,2478.70935059
2096,2465.51942952
2097,2452.60943604
2098,2439.94938151
2099,2427.5293986
2100,2415.32940674
